harvest_age_hrs,crop_type,distance_km,ambient_temp_c,humidity_pct,rainfall_48h_mm,travel_time_hrs,region,season_month,farmer_experience,bin_quality,vehicle_type,risk_score,risk_label
25.89,tomato,2.96,26.18,70.86,3.95,0.5,maharashtra_3,12,novice,good,open,61.99,RISKY
42.06,tomato,25.04,35.98,46.19,0.06,0.81,maharashtra_2,5,novice,good,refrigerated,51.92,RISKY
235.58,onion,5.35,28.73,50.3,29.32,0.5,maharashtra_3,12,expert,fair,refrigerated,22.46,SAFE
15.98,leafy_greens,19.36,29.85,46.08,3.63,0.5,maharashtra_1,5,expert,fair,covered,58.9,RISKY
59.59,tomato,16.07,23.73,78.74,2.73,0.5,maharashtra_1,6,novice,good,open,70.28,CRITICAL
355.1,onion,21.78,25.15,66.66,2.7,0.82,maharashtra_3,6,moderate,good,open,56.6,RISKY
36.85,tomato,30.88,30.21,61.92,3.39,1.13,maharashtra_1,6,novice,fair,covered,85.7,CRITICAL
7.8,eggplant,13.76,27.23,75.34,1.47,1.45,maharashtra_3,5,expert,fair,refrigerated,22.86,SAFE
359.44,onion,4.95,26.88,65.98,6.66,0.5,maharashtra_3,8,expert,good,open,44.66,RISKY
19.57,tomato,4.42,31.89,46.41,16.44,0.5,maharashtra_3,8,moderate,good,covered,55.22,RISKY
13.34,tomato,5.28,27.37,59.83,40.8,0.69,maharashtra_1,4,moderate,good,open,61.71,RISKY
41.85,onion,9.45,28.93,57.59,1.82,0.5,maharashtra_1,9,novice,fair,covered,32.02,SAFE
104.7,onion,12.53,26.09,70.22,1.98,0.5,maharashtra_1,8,novice,good,refrigerated,24.0,SAFE
59.97,eggplant,5.16,31.65,50.25,0.48,0.91,maharashtra_2,11,moderate,poor,open,74.97,CRITICAL
145.81,onion,2.82,19.93,81.32,2.49,0.58,maharashtra_1,10,moderate,good,refrigerated,19.31,SAFE
303.87,onion,56.0,35.65,40.0,15.11,2.17,maharashtra_2,5,moderate,good,open,47.49,RISKY
563.76,onion,28.54,33.0,46.28,2.53,1.08,maharashtra_2,12,moderate,poor,open,83.78,CRITICAL
257.42,potato,18.54,30.7,45.18,3.04,0.5,maharashtra_2,10,expert,fair,covered,34.78,SAFE
264.23,potato,32.73,37.42,40.0,4.98,0.62,maharashtra_2,5,moderate,good,covered,30.88,SAFE
81.13,leafy_greens,17.33,28.91,59.63,0.92,0.61,maharashtra_3,5,expert,fair,open,81.55,CRITICAL
1221.86,onion,6.56,26.97,60.34,0.41,0.5,maharashtra_1,2,expert,good,covered,64.03,RISKY
12.08,tomato,3.11,27.79,58.8,8.73,0.5,maharashtra_3,12,expert,fair,covered,43.9,RISKY
1874.75,potato,43.4,29.88,59.5,2.79,0.73,maharashtra_1,10,expert,good,open,52.67,RISKY
108.87,tomato,18.99,25.53,65.73,20.8,1.14,maharashtra_3,3,expert,good,open,77.63,CRITICAL
30.19,tomato,8.8,27.04,58.21,0.09,0.5,maharashtra_1,9,novice,good,covered,73.9,CRITICAL
57.38,leafy_greens,20.17,23.34,71.58,1.78,0.5,maharashtra_3,8,expert,fair,refrigerated,46.7,RISKY
1353.75,potato,39.06,28.96,53.91,5.89,1.36,maharashtra_2,7,expert,fair,open,55.34,RISKY
56.15,tomato,8.54,29.39,57.84,0.86,0.5,maharashtra_2,8,moderate,good,covered,87.16,CRITICAL
26.92,leafy_greens,7.47,27.78,53.62,13.22,0.85,maharashtra_1,9,expert,good,covered,59.83,RISKY
46.44,tomato,11.38,29.56,54.31,0.56,0.5,maharashtra_1,2,expert,fair,covered,68.21,RISKY
276.48,onion,53.65,38.88,40.0,3.31,1.16,maharashtra_2,7,novice,good,refrigerated,40.94,RISKY
2873.75,potato,20.09,32.93,44.59,11.71,1.0,maharashtra_2,9,expert,fair,open,59.34,RISKY
324.29,potato,16.03,30.19,48.45,1.02,0.5,maharashtra_2,2,moderate,fair,covered,33.82,SAFE
86.4,leafy_greens,25.39,22.63,80.21,4.11,0.5,maharashtra_3,3,moderate,poor,covered,100.0,CRITICAL
117.98,onion,4.57,27.48,57.69,6.95,0.5,maharashtra_1,3,novice,good,covered,36.56,RISKY
26.92,tomato,8.33,27.66,61.87,55.42,0.5,maharashtra_1,4,novice,fair,refrigerated,51.93,RISKY
401.6,onion,29.15,26.49,61.73,1.34,0.97,maharashtra_1,2,novice,good,open,61.97,RISKY
88.42,tomato,21.71,28.85,62.59,2.22,0.5,maharashtra_1,6,moderate,good,open,77.73,CRITICAL
44.94,leafy_greens,2.45,29.56,42.06,0.97,0.5,maharashtra_1,6,moderate,good,covered,74.44,CRITICAL
46.68,tomato,25.92,32.53,55.59,3.29,0.5,maharashtra_2,6,novice,good,covered,78.21,CRITICAL
2240.75,potato,11.41,27.43,70.51,5.46,1.29,maharashtra_1,10,expert,fair,covered,61.12,RISKY
25.27,tomato,55.81,25.82,59.99,4.31,2.17,maharashtra_3,5,novice,fair,covered,82.05,CRITICAL
1342.83,potato,13.04,28.16,61.33,5.51,0.7,maharashtra_1,3,moderate,good,open,52.35,RISKY
535.27,onion,20.07,28.73,54.71,0.59,0.5,maharashtra_1,6,moderate,fair,covered,61.96,RISKY
3374.53,potato,8.52,28.02,59.75,0.91,0.75,maharashtra_1,10,moderate,good,covered,67.75,RISKY
731.84,potato,8.02,33.12,44.93,35.98,0.98,maharashtra_2,10,novice,good,open,46.1,RISKY
38.35,tomato,30.47,28.78,56.4,2.61,0.5,maharashtra_1,4,moderate,good,open,67.7,RISKY
12.84,tomato,30.84,25.8,59.92,1.57,1.11,maharashtra_2,7,moderate,poor,covered,73.91,CRITICAL
332.77,onion,32.64,28.02,64.64,21.44,1.81,maharashtra_1,1,expert,fair,refrigerated,26.44,SAFE
15.83,leafy_greens,31.26,29.36,55.73,2.19,0.5,maharashtra_1,11,novice,good,open,71.41,CRITICAL
86.4,leafy_greens,6.01,29.99,57.93,0.74,0.5,maharashtra_1,12,expert,good,covered,67.36,RISKY
30.49,tomato,5.9,30.7,50.94,0.48,0.5,maharashtra_2,1,expert,fair,covered,62.17,RISKY
39.61,leafy_greens,9.69,27.72,70.32,0.7,1.24,maharashtra_2,9,expert,good,open,71.82,CRITICAL
5.8,leafy_greens,3.12,27.82,71.27,6.34,0.5,maharashtra_1,11,expert,fair,open,51.72,RISKY
735.59,potato,2.18,33.08,50.16,5.3,0.5,maharashtra_2,10,expert,good,open,39.88,RISKY
33.87,tomato,8.63,31.65,40.43,3.3,0.5,maharashtra_2,8,expert,poor,covered,77.48,CRITICAL
532.75,potato,9.08,30.16,49.18,36.25,0.5,maharashtra_1,6,novice,good,open,50.92,RISKY
782.73,potato,11.83,31.19,42.98,3.74,0.5,maharashtra_2,4,moderate,fair,covered,44.27,RISKY
5.77,leafy_greens,5.19,26.44,59.36,16.1,0.5,maharashtra_1,7,expert,good,refrigerated,20.45,SAFE
1296.0,onion,12.87,26.5,66.47,17.66,0.55,maharashtra_1,7,expert,good,open,61.61,RISKY
491.86,onion,2.44,35.08,45.32,8.14,0.5,maharashtra_2,2,expert,poor,covered,51.58,RISKY
24.54,leafy_greens,3.12,25.29,64.03,2.3,0.5,maharashtra_2,11,novice,good,open,84.68,CRITICAL
262.35,potato,5.34,29.88,53.26,2.84,0.99,maharashtra_2,9,novice,fair,open,36.59,RISKY
19.1,eggplant,8.91,31.88,42.39,11.22,0.86,maharashtra_1,2,moderate,good,refrigerated,32.02,SAFE
19.5,leafy_greens,40.27,30.47,53.48,0.42,1.88,maharashtra_1,10,moderate,poor,covered,100.0,CRITICAL
89.95,tomato,2.15,30.27,65.49,2.96,0.5,maharashtra_2,10,moderate,good,refrigerated,53.25,RISKY
339.8,onion,4.37,27.69,61.11,3.11,0.5,maharashtra_3,5,novice,good,open,52.4,RISKY
58.31,leafy_greens,13.31,29.01,68.2,0.05,1.28,maharashtra_1,8,novice,good,open,94.65,CRITICAL
14.39,leafy_greens,21.04,38.62,40.0,62.76,1.23,maharashtra_2,7,novice,fair,open,100.0,CRITICAL
30.22,tomato,7.52,31.71,47.36,25.85,0.5,maharashtra_1,3,expert,good,open,57.73,RISKY
48.81,leafy_greens,2.37,23.46,80.13,2.05,0.5,maharashtra_3,10,moderate,fair,open,78.62,CRITICAL
64.77,eggplant,21.4,24.52,71.95,13.31,0.5,maharashtra_3,12,expert,fair,open,61.7,RISKY
123.87,eggplant,57.63,24.52,79.13,2.06,1.38,maharashtra_3,3,expert,fair,open,73.37,CRITICAL
29.39,leafy_greens,2.6,29.84,58.74,0.31,0.5,maharashtra_1,4,moderate,poor,open,93.37,CRITICAL
23.36,eggplant,18.76,30.58,56.67,6.09,1.96,maharashtra_1,12,moderate,good,open,44.12,RISKY
77.34,eggplant,7.05,22.52,82.7,38.25,0.59,maharashtra_3,2,expert,good,open,53.62,RISKY
25.03,tomato,2.57,35.73,41.57,0.69,0.5,maharashtra_2,5,novice,good,open,80.49,CRITICAL
150.88,onion,22.29,26.92,58.81,1.84,0.96,maharashtra_3,6,novice,good,refrigerated,30.72,SAFE
45.1,leafy_greens,4.32,26.94,62.2,3.09,0.5,maharashtra_3,2,expert,poor,open,100.0,CRITICAL
720.6,onion,20.73,34.57,42.08,4.96,1.06,maharashtra_2,4,novice,fair,covered,76.05,CRITICAL
68.1,tomato,12.9,28.55,58.33,20.96,0.5,maharashtra_1,8,expert,fair,covered,65.65,RISKY
1012.51,potato,65.19,35.84,40.0,2.6,1.43,maharashtra_2,7,moderate,poor,refrigerated,48.26,RISKY
172.8,eggplant,9.43,34.65,40.0,2.48,0.5,maharashtra_2,7,expert,fair,covered,64.59,RISKY
1271.13,onion,10.15,34.64,42.11,23.8,0.5,maharashtra_1,7,novice,good,open,80.07,CRITICAL
100.4,tomato,13.37,26.26,62.08,6.04,0.93,maharashtra_1,6,novice,good,covered,93.26,CRITICAL
16.47,tomato,8.44,23.92,81.64,12.94,1.12,maharashtra_1,11,novice,fair,open,48.25,RISKY
710.54,potato,41.46,27.06,60.15,2.5,0.5,maharashtra_1,6,moderate,fair,covered,42.54,RISKY
66.57,tomato,41.7,27.95,65.62,2.97,1.17,maharashtra_1,5,moderate,good,covered,76.01,CRITICAL
33.86,tomato,26.47,35.35,40.0,23.61,0.98,maharashtra_2,4,novice,good,covered,69.3,RISKY
121.9,onion,8.11,31.19,51.26,16.87,0.5,maharashtra_2,4,moderate,poor,open,44.01,RISKY
100.92,tomato,2.7,28.6,57.8,2.81,0.73,maharashtra_2,11,expert,fair,open,80.52,CRITICAL
69.77,tomato,8.47,31.48,56.33,43.34,0.5,maharashtra_1,4,expert,good,refrigerated,44.56,RISKY
36.53,tomato,9.49,31.52,43.68,4.03,0.5,maharashtra_2,1,moderate,fair,refrigerated,46.55,RISKY
819.89,potato,25.93,21.21,78.45,2.86,0.5,maharashtra_3,2,moderate,fair,open,17.39,SAFE
1296.0,onion,7.91,36.45,40.0,18.85,0.5,maharashtra_2,7,novice,good,open,79.0,CRITICAL
119.59,tomato,5.04,33.39,40.0,0.16,0.5,maharashtra_1,10,novice,poor,covered,100.0,CRITICAL
129.6,tomato,21.48,32.66,54.03,0.89,0.75,maharashtra_1,8,moderate,fair,open,95.11,CRITICAL
65.73,onion,13.86,22.62,74.58,3.17,0.5,maharashtra_2,9,expert,good,open,34.97,SAFE
32.1,leafy_greens,7.55,30.01,55.81,44.57,0.5,maharashtra_1,11,moderate,fair,open,100.0,CRITICAL
56.5,onion,34.12,28.0,62.83,2.19,0.51,maharashtra_3,3,expert,fair,refrigerated,18.67,SAFE
42.5,leafy_greens,7.0,26.68,67.17,0.86,0.57,maharashtra_1,3,moderate,good,open,78.9,CRITICAL
23.98,tomato,6.79,22.58,76.56,2.07,0.5,maharashtra_1,9,expert,fair,open,40.23,RISKY
205.29,onion,21.15,29.69,61.0,0.14,0.5,maharashtra_3,7,expert,good,open,44.19,RISKY
247.42,potato,2.77,25.7,64.99,2.54,0.5,maharashtra_1,10,novice,fair,open,33.76,SAFE
368.56,onion,11.15,33.25,44.73,7.29,1.11,maharashtra_2,8,expert,poor,covered,55.29,RISKY
35.47,leafy_greens,4.91,35.76,40.0,0.63,0.5,maharashtra_2,8,expert,good,open,80.22,CRITICAL
1210.8,potato,19.66,31.03,44.83,3.77,0.76,maharashtra_2,6,novice,good,open,61.01,RISKY
347.51,onion,27.93,33.55,46.32,1.37,0.54,maharashtra_2,3,moderate,fair,open,50.28,RISKY
67.92,leafy_greens,17.19,25.7,64.28,30.11,1.03,maharashtra_1,1,moderate,good,open,90.53,CRITICAL
370.22,onion,4.4,31.2,52.93,13.64,0.97,maharashtra_1,11,moderate,poor,covered,54.57,RISKY
75.65,eggplant,5.25,27.9,72.15,9.94,0.5,maharashtra_3,1,moderate,good,covered,55.5,RISKY
70.44,tomato,55.82,37.62,40.0,2.34,0.98,maharashtra_2,12,expert,fair,open,78.2,CRITICAL
827.24,onion,60.82,25.6,64.92,1.65,1.59,maharashtra_3,6,moderate,poor,refrigerated,62.71,RISKY
17.9,leafy_greens,16.09,31.62,57.62,0.21,0.76,maharashtra_1,1,moderate,good,open,62.4,RISKY
354.01,onion,7.6,24.82,70.19,2.41,0.5,maharashtra_3,1,expert,fair,open,43.98,RISKY
55.19,tomato,12.39,31.16,54.39,4.22,0.5,maharashtra_2,11,moderate,good,refrigerated,57.74,RISKY
129.6,tomato,12.44,31.66,50.29,1.18,0.5,maharashtra_2,8,expert,fair,open,79.21,CRITICAL
51.01,leafy_greens,4.82,26.52,58.55,5.68,0.5,maharashtra_2,6,expert,good,covered,76.63,CRITICAL
37.97,tomato,6.54,28.61,48.48,4.06,0.5,maharashtra_1,8,novice,good,open,74.27,CRITICAL
7.28,tomato,4.86,37.15,40.0,5.48,0.67,maharashtra_2,6,moderate,poor,covered,75.38,CRITICAL
66.14,tomato,10.14,27.08,63.07,4.22,0.5,maharashtra_3,10,moderate,fair,covered,77.92,CRITICAL
85.42,leafy_greens,10.52,28.23,61.82,7.4,0.58,maharashtra_2,6,moderate,good,covered,74.42,CRITICAL
20.37,tomato,35.2,35.77,40.0,0.28,1.53,maharashtra_2,11,novice,poor,open,100.0,CRITICAL
69.63,tomato,31.33,27.18,60.91,4.95,0.5,maharashtra_2,9,expert,fair,open,66.06,RISKY
50.43,leafy_greens,14.39,23.5,71.46,8.02,0.5,maharashtra_1,7,moderate,good,covered,67.64,RISKY
261.95,onion,22.28,30.85,52.61,0.55,0.5,maharashtra_2,7,moderate,good,open,40.24,RISKY
36.0,tomato,19.01,34.68,40.0,3.52,0.5,maharashtra_2,7,expert,good,covered,62.53,RISKY
7.95,leafy_greens,17.66,27.23,67.4,0.56,0.5,maharashtra_1,9,novice,fair,open,66.87,RISKY
69.08,tomato,7.83,29.29,44.24,26.38,1.15,maharashtra_1,3,expert,good,refrigerated,57.49,RISKY
65.52,tomato,9.65,22.1,75.86,4.28,0.5,maharashtra_1,7,expert,poor,refrigerated,58.08,RISKY
1201.43,onion,2.62,32.04,50.74,10.86,0.5,maharashtra_1,4,expert,good,covered,55.2,RISKY
81.02,tomato,22.18,37.39,40.0,16.97,0.89,maharashtra_2,10,novice,good,open,100.0,CRITICAL
724.54,onion,4.41,35.71,40.0,0.17,0.5,maharashtra_2,12,novice,fair,covered,81.34,CRITICAL
18.54,tomato,9.28,28.37,60.66,32.71,0.5,maharashtra_3,5,expert,good,covered,50.73,RISKY
15.35,tomato,18.96,26.47,66.43,2.5,0.85,maharashtra_1,3,novice,good,open,50.65,RISKY
290.38,onion,3.05,27.92,72.55,1.49,0.5,maharashtra_1,2,moderate,good,open,48.37,RISKY
129.6,tomato,4.51,27.19,59.96,12.91,0.95,maharashtra_1,7,expert,good,open,69.17,RISKY
1063.91,onion,23.89,30.26,57.19,3.6,1.37,maharashtra_1,6,novice,poor,open,87.11,CRITICAL
20.93,leafy_greens,11.52,31.31,50.11,5.79,0.9,maharashtra_1,3,novice,good,refrigerated,48.11,RISKY
636.15,onion,10.71,26.94,60.03,0.9,0.79,maharashtra_2,11,expert,good,covered,57.31,RISKY
19.43,tomato,7.24,32.13,45.27,5.72,0.56,maharashtra_2,4,expert,fair,refrigerated,32.59,SAFE
32.04,tomato,42.13,26.46,66.23,1.49,0.76,maharashtra_1,5,moderate,good,open,55.05,RISKY
10.63,leafy_greens,9.31,29.37,47.98,42.94,0.52,maharashtra_3,8,novice,fair,covered,76.8,CRITICAL
76.25,tomato,3.15,33.93,46.68,1.19,0.5,maharashtra_2,4,novice,fair,open,100.0,CRITICAL
1055.5,onion,15.43,33.87,47.86,1.48,0.92,maharashtra_1,4,novice,good,open,65.56,RISKY
1.55,leafy_greens,9.71,27.1,59.86,6.28,0.5,maharashtra_3,12,novice,fair,open,65.18,RISKY
392.47,onion,6.68,36.83,40.0,2.75,0.5,maharashtra_2,11,novice,fair,covered,61.8,RISKY
54.07,tomato,8.75,25.44,62.67,64.01,0.74,maharashtra_2,4,moderate,good,covered,78.11,CRITICAL
81.39,eggplant,5.77,25.76,59.62,3.08,0.54,maharashtra_1,7,expert,fair,covered,59.5,RISKY
475.98,potato,23.47,26.45,59.42,5.23,0.9,maharashtra_1,8,expert,good,open,33.61,SAFE
30.96,leafy_greens,27.42,27.55,65.3,1.59,1.31,maharashtra_1,11,novice,fair,open,98.57,CRITICAL
6.55,leafy_greens,4.29,30.07,58.84,7.27,0.83,maharashtra_1,11,novice,poor,covered,73.54,CRITICAL
33.96,leafy_greens,4.46,24.82,69.95,27.97,0.5,maharashtra_3,9,novice,fair,refrigerated,65.61,RISKY
62.94,leafy_greens,31.8,27.69,54.33,3.74,0.94,maharashtra_3,12,moderate,fair,open,100.0,CRITICAL
403.26,potato,19.42,30.68,46.41,6.18,1.46,maharashtra_2,11,expert,fair,covered,32.02,SAFE
1296.0,onion,14.62,34.73,40.0,2.24,0.5,maharashtra_1,3,moderate,fair,covered,76.04,CRITICAL
129.6,tomato,22.03,25.89,59.71,50.16,1.16,maharashtra_3,2,moderate,good,covered,91.19,CRITICAL
33.5,tomato,21.43,28.91,58.46,0.25,0.5,maharashtra_2,2,moderate,good,open,66.82,RISKY
3846.2,potato,6.47,27.49,51.42,0.55,0.5,maharashtra_1,7,novice,good,covered,71.95,CRITICAL
472.63,onion,3.73,34.97,40.0,0.97,0.54,maharashtra_2,3,moderate,fair,refrigerated,47.95,RISKY
69.8,tomato,69.32,33.28,46.74,1.63,1.18,maharashtra_2,12,moderate,good,covered,83.66,CRITICAL
476.74,onion,2.12,26.36,65.32,13.04,0.98,maharashtra_3,8,novice,good,open,58.64,RISKY
1108.52,potato,4.8,32.23,44.0,0.83,0.5,maharashtra_1,1,expert,good,covered,36.93,RISKY
50.1,leafy_greens,10.13,24.67,65.19,3.32,0.56,maharashtra_1,1,moderate,fair,open,92.04,CRITICAL
138.64,onion,31.66,27.4,56.13,18.84,2.09,maharashtra_3,10,novice,fair,covered,48.37,RISKY
526.63,onion,16.23,32.85,46.78,1.44,0.94,maharashtra_2,11,novice,fair,covered,76.48,CRITICAL
71.43,leafy_greens,4.67,28.39,60.14,5.66,0.5,maharashtra_2,3,moderate,poor,covered,100.0,CRITICAL
63.49,leafy_greens,33.65,29.26,55.91,9.15,2.31,maharashtra_2,6,moderate,good,refrigerated,72.96,CRITICAL
100.12,tomato,10.25,32.49,50.57,0.12,1.48,maharashtra_2,3,moderate,poor,open,100.0,CRITICAL
667.33,onion,14.29,22.54,82.74,13.49,0.5,maharashtra_3,2,expert,good,open,49.79,RISKY
261.13,onion,15.06,25.92,70.21,32.82,0.5,maharashtra_3,2,novice,good,open,59.65,RISKY
206.29,onion,27.0,29.15,60.51,3.53,1.42,maharashtra_3,12,expert,fair,open,37.53,RISKY
38.32,tomato,11.83,34.24,40.0,0.71,0.5,maharashtra_2,6,moderate,good,covered,78.45,CRITICAL
9.96,leafy_greens,8.12,34.17,40.0,0.45,1.02,maharashtra_2,2,expert,poor,covered,77.19,CRITICAL
74.63,leafy_greens,6.02,37.77,40.0,3.28,0.5,maharashtra_2,8,novice,fair,covered,100.0,CRITICAL
5.79,leafy_greens,34.19,28.71,58.1,20.26,1.94,maharashtra_3,10,moderate,good,open,75.55,CRITICAL
64.24,leafy_greens,28.38,27.1,64.71,2.44,1.24,maharashtra_1,5,expert,fair,open,88.38,CRITICAL
79.21,tomato,31.37,26.54,54.87,1.52,0.5,maharashtra_3,3,expert,fair,refrigerated,46.08,RISKY
2468.33,potato,19.2,28.79,54.82,3.43,0.64,maharashtra_2,1,expert,fair,open,65.99,RISKY
25.33,leafy_greens,26.99,33.77,43.79,0.81,0.71,maharashtra_1,6,novice,fair,open,98.31,CRITICAL
40.14,eggplant,5.51,23.16,83.75,3.68,0.52,maharashtra_3,7,expert,good,open,40.23,RISKY
46.33,tomato,2.44,27.78,63.76,0.09,0.5,maharashtra_3,8,moderate,fair,open,80.76,CRITICAL
84.5,eggplant,13.66,23.28,69.29,0.21,0.5,maharashtra_2,12,novice,poor,refrigerated,64.57,RISKY
25.11,leafy_greens,9.68,27.84,53.56,7.73,0.66,maharashtra_3,1,expert,good,open,63.69,RISKY
172.8,eggplant,12.07,27.85,54.22,10.24,0.5,maharashtra_2,4,novice,fair,covered,86.45,CRITICAL
90.61,tomato,37.28,26.29,66.77,1.54,0.76,maharashtra_1,8,moderate,fair,open,83.42,CRITICAL
469.05,onion,21.72,27.45,66.99,0.06,0.95,maharashtra_2,12,expert,good,open,58.93,RISKY
94.28,tomato,53.34,30.51,56.66,0.17,1.72,maharashtra_2,3,novice,fair,refrigerated,72.21,CRITICAL
35.11,leafy_greens,36.4,29.46,54.62,51.84,1.71,maharashtra_1,6,expert,fair,refrigerated,63.15,RISKY
1159.1,potato,58.48,31.4,54.2,7.2,1.77,maharashtra_2,6,moderate,good,open,50.08,RISKY
85.7,eggplant,6.59,37.54,40.0,1.42,0.77,maharashtra_2,11,moderate,poor,open,99.89,CRITICAL
3.74,tomato,8.79,32.61,46.19,0.25,0.66,maharashtra_2,10,expert,poor,covered,50.29,RISKY
531.29,onion,13.64,32.62,48.38,46.81,0.5,maharashtra_1,9,expert,good,refrigerated,36.91,RISKY
40.16,tomato,10.45,33.27,43.07,0.43,0.5,maharashtra_2,7,moderate,good,refrigerated,50.74,RISKY
10.91,tomato,25.22,33.04,42.8,24.17,0.5,maharashtra_1,1,novice,fair,open,71.97,CRITICAL
66.67,leafy_greens,11.36,26.48,67.75,3.21,0.5,maharashtra_1,2,expert,fair,open,65.37,RISKY
34.31,tomato,7.85,27.83,64.6,13.71,0.5,maharashtra_1,5,novice,poor,refrigerated,59.68,RISKY
198.07,onion,21.46,34.76,46.29,0.39,0.5,maharashtra_2,12,moderate,fair,open,50.48,RISKY
18.6,tomato,4.15,27.59,64.96,5.57,0.5,maharashtra_1,8,moderate,fair,covered,61.47,RISKY
18.99,eggplant,9.55,28.18,67.34,58.45,0.5,maharashtra_1,9,expert,poor,covered,47.03,RISKY
479.35,onion,6.81,29.0,48.13,2.08,0.5,maharashtra_2,12,expert,fair,open,60.38,RISKY
109.13,tomato,18.14,24.62,59.5,20.97,0.69,maharashtra_3,12,moderate,good,refrigerated,45.78,RISKY
480.24,onion,4.56,24.54,75.62,0.79,0.5,maharashtra_2,4,novice,good,open,70.03,CRITICAL
45.38,tomato,7.47,31.75,51.91,0.21,0.5,maharashtra_1,5,moderate,fair,open,78.71,CRITICAL
869.48,onion,31.58,35.75,42.37,0.42,0.94,maharashtra_2,8,expert,fair,covered,55.87,RISKY
106.45,tomato,9.77,31.27,47.73,1.42,0.5,maharashtra_2,12,moderate,fair,refrigerated,70.0,RISKY
229.62,onion,5.08,28.7,63.81,3.27,0.5,maharashtra_1,6,expert,good,refrigerated,29.21,SAFE
39.63,tomato,14.27,35.29,40.0,18.82,1.32,maharashtra_2,1,novice,good,covered,88.0,CRITICAL
60.79,tomato,7.63,36.58,45.29,5.5,0.5,maharashtra_2,7,moderate,poor,covered,100.0,CRITICAL
71.31,tomato,7.38,28.64,59.3,3.62,0.5,maharashtra_1,9,expert,good,refrigerated,51.39,RISKY
190.99,onion,12.52,27.17,52.2,1.15,0.5,maharashtra_3,2,novice,fair,covered,41.25,RISKY
47.32,leafy_greens,10.03,34.33,43.14,73.83,0.5,maharashtra_2,11,novice,good,open,100.0,CRITICAL
914.82,onion,6.23,23.93,83.12,0.4,0.5,maharashtra_1,2,moderate,fair,open,68.88,RISKY
305.13,onion,15.8,28.48,62.37,1.41,0.5,maharashtra_1,11,moderate,good,covered,39.12,RISKY
69.26,tomato,9.95,30.8,57.22,20.71,0.5,maharashtra_2,8,novice,good,covered,81.97,CRITICAL
129.6,tomato,19.88,25.99,66.37,3.1,0.85,maharashtra_1,9,novice,poor,covered,100.0,CRITICAL
189.35,onion,14.26,24.06,77.92,29.41,1.06,maharashtra_1,2,novice,good,open,45.44,RISKY
86.4,leafy_greens,9.36,30.04,58.61,8.44,0.5,maharashtra_2,10,novice,good,refrigerated,53.77,RISKY
46.92,eggplant,25.33,28.08,66.5,4.05,0.5,maharashtra_1,7,expert,good,refrigerated,26.68,SAFE
211.96,onion,4.79,28.42,45.95,13.12,0.5,maharashtra_3,7,moderate,poor,refrigerated,43.6,RISKY
86.4,leafy_greens,5.59,25.22,66.81,6.65,0.5,maharashtra_3,6,moderate,good,open,83.44,CRITICAL
8.42,tomato,25.8,23.77,73.93,7.3,0.8,maharashtra_3,1,moderate,fair,refrigerated,23.87,SAFE
19.42,leafy_greens,13.42,26.46,59.49,1.31,0.5,maharashtra_1,6,novice,fair,refrigerated,45.67,RISKY
12.03,leafy_greens,10.55,30.46,54.88,1.76,0.5,maharashtra_1,10,moderate,good,open,56.43,RISKY
4.88,leafy_greens,5.47,22.97,76.24,1.49,0.5,maharashtra_3,3,novice,good,open,43.06,RISKY
16.87,tomato,17.86,28.89,53.69,19.24,0.5,maharashtra_2,12,expert,fair,open,55.99,RISKY
32.34,tomato,17.12,32.19,46.44,0.45,0.5,maharashtra_2,5,expert,poor,open,75.98,CRITICAL
575.51,potato,9.35,37.58,40.0,8.83,0.5,maharashtra_2,6,moderate,fair,open,46.93,RISKY
2.91,leafy_greens,37.66,33.35,49.92,0.25,1.03,maharashtra_1,10,novice,poor,covered,80.36,CRITICAL
103.21,tomato,2.07,28.92,54.88,30.64,0.5,maharashtra_2,1,moderate,poor,refrigerated,72.79,CRITICAL
373.29,potato,2.98,27.63,63.5,5.27,1.29,maharashtra_2,9,moderate,fair,open,41.54,RISKY
74.32,leafy_greens,11.26,26.78,63.31,14.05,0.9,maharashtra_2,7,novice,fair,open,100.0,CRITICAL
61.02,tomato,28.87,33.19,42.8,0.59,0.85,maharashtra_2,3,novice,fair,open,100.0,CRITICAL
31.5,tomato,6.26,27.68,62.54,4.45,0.69,maharashtra_1,1,moderate,poor,open,82.14,CRITICAL
549.47,onion,24.04,26.84,76.53,0.41,0.94,maharashtra_3,6,novice,fair,open,75.26,CRITICAL
2127.96,potato,20.35,27.12,59.48,3.27,1.02,maharashtra_3,12,moderate,fair,covered,73.84,CRITICAL
44.52,tomato,28.28,25.12,65.85,8.96,0.81,maharashtra_2,10,expert,fair,open,62.96,RISKY
338.66,onion,31.69,24.18,72.73,0.77,1.07,maharashtra_1,9,expert,fair,open,47.34,RISKY
33.21,tomato,27.14,27.76,56.34,1.44,0.5,maharashtra_2,10,expert,good,refrigerated,31.34,SAFE
3841.16,potato,3.69,29.54,47.1,4.73,0.69,maharashtra_1,9,moderate,good,covered,53.69,RISKY
78.74,leafy_greens,22.21,33.51,40.0,2.45,0.66,maharashtra_2,2,novice,good,covered,100.0,CRITICAL
18.41,tomato,9.53,28.3,64.77,0.08,0.5,maharashtra_2,3,moderate,fair,covered,45.28,RISKY
172.8,eggplant,70.83,32.91,53.24,2.0,1.78,maharashtra_2,9,moderate,fair,open,80.5,CRITICAL
